time,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,ctxt,btime,processes,procs_running,procs_blocked,cpus,sda.reads,sda.reads_merged,sda.read_sectors,sda.read_time_ms,sda.writes,sda.writes_merged,sda.write_sectors,sda.write_time_ms,sda.io_in_progress,sda.io_time_ms,sda.io_queued_ms
2015-01-04T18:15:37.664075Z,2232253,0,861766,25719542,10158,48498,0,0,0,0,3812930827,1420347116,160593,2,0,6,584711,1143789,15793838,1357568,2357853,2788655,608441840,26731788,0,583500,28053420
2015-01-04T18:15:37.764755Z,2232257,0,861778,25719584,10158,48498,0,0,0,0,3812939587,1420347116,160604,2,0,6,584711,1143789,15793838,1357568,2357853,2788655,608441840,26731788,0,583500,28053420
2015-01-04T18:15:37.865392Z,2232262,0,861790,25719624,10158,48499,0,0,0,0,3812948959,1420347116,160615,2,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:37.966489Z,2232276,0,861802,25719656,10158,48500,0,0,0,0,3812956586,1420347116,160624,3,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:38.067189Z,2232289,0,861809,25719695,10158,48500,0,0,0,0,3812959421,1420347116,160625,17,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:38.168163Z,2232321,0,861822,25719708,10158,48502,0,0,0,0,3812966036,1420347116,160629,22,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:38.269041Z,2232341,0,861836,25719732,10158,48504,0,0,0,0,3812972283,1420347116,160635,2,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:38.369705Z,2232366,0,861849,25719753,10158,48505,0,0,0,0,3812978848,1420347116,160641,10,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:38.470752Z,2232398,0,861861,25719766,10158,48508,0,0,0,0,3812985274,1420347116,160645,39,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:38.572576Z,2232436,0,861872,25719777,10158,48510,0,0,0,0,3812991671,1420347116,160649,40,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:38.674246Z,2232472,0,861883,25719786,10158,48513,0,0,0,0,3812997465,1420347116,160653,5,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:38.776329Z,2232508,0,861894,25719798,10158,48515,0,0,0,0,3813004044,1420347116,160658,50,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:38.878362Z,2232544,0,861905,25719809,10158,48518,0,0,0,0,3813011217,1420347116,160665,59,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:38.980509Z,2232579,0,861917,25719821,10158,48520,0,0,0,0,3813017340,1420347116,160670,65,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:39.081796Z,2232617,0,861927,25719830,10158,48523,0,0,0,0,3813022730,1420347116,160672,3,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:39.183323Z,2232627,0,861933,25719875,10158,48523,0,0,0,0,3813024256,1420347116,160672,3,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:39.284905Z,2232669,0,861943,25719881,10158,48526,0,0,0,0,3813029810,1420347116,160676,45,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:39.385656Z,2232708,0,861954,25719889,10158,48528,0,0,0,0,3813036020,1420347116,160681,10,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:39.486832Z,2232748,0,861964,25719896,10158,48531,0,0,0,0,3813041672,1420347116,160684,38,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:39.588564Z,2232789,0,861975,25719902,10158,48534,0,0,0,0,3813047157,1420347116,160687,81,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:39.691189Z,2232831,0,861986,25719908,10158,48537,0,0,0,0,3813053188,1420347116,160691,75,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:39.793752Z,2232873,0,861996,25719914,10158,48539,0,0,0,0,3813058981,1420347116,160696,89,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:39.895213Z,2232916,0,862006,25719919,10158,48542,0,0,0,0,3813064535,1420347116,160698,18,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:39.995869Z,2232961,0,862015,25719922,10158,48545,0,0,0,0,3813069408,1420347116,160700,74,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:40.098219Z,2233005,0,862025,25719926,10158,48548,0,0,0,0,3813074926,1420347116,160703,95,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:40.199313Z,2233049,0,862035,25719929,10158,48551,0,0,0,0,3813079568,1420347116,160704,36,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:40.300008Z,2233062,0,862041,25719970,10158,48551,0,0,0,0,3813080485,1420347116,160704,3,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:40.400542Z,2233093,0,862049,25719990,10158,48553,0,0,0,0,3813083736,1420347116,160705,96,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:40.501319Z,2233134,0,862059,25719996,10158,48556,0,0,0,0,3813089157,1420347116,160708,2,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:40.604302Z,2233182,0,862068,25719998,10158,48559,0,0,0,0,3813094369,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:40.709836Z,2233230,0,862078,25720000,10158,48562,0,0,0,0,3813099741,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:40.812640Z,2233280,0,862087,25720000,10158,48566,0,0,0,0,3813104864,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:40.914411Z,2233328,0,862096,25720000,10158,48569,0,0,0,0,3813109789,1420347116,160710,105,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:41.016627Z,2233378,0,862104,25720000,10158,48572,0,0,0,0,3813114355,1420347116,160710,99,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
2015-01-04T18:15:41.118005Z,2233426,0,862113,25720000,10158,48575,0,0,0,0,3813118729,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2357867,2788697,608442288,26731788,0,583500,28053420
