time,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,ctxt,btime,processes,procs_running,procs_blocked,cpus,sda.reads,sda.reads_merged,sda.read_sectors,sda.read_time_ms,sda.writes,sda.writes_merged,sda.write_sectors,sda.write_time_ms,sda.io_in_progress,sda.io_time_ms,sda.io_queued_ms
2015-01-04T18:15:41.218663Z,2233467,0,862125,25720000,10158,48582,0,0,0,0,3813147621,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2357960,2788697,608533272,26732300,8,583572,28053932
2015-01-04T18:15:41.320937Z,2233483,0,862165,25720000,10158,48584,0,0,0,0,3813539620,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:41.421880Z,2233498,0,862180,25720028,10158,48584,0,0,0,0,3813648716,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:41.522508Z,2233511,0,862186,25720069,10158,48584,0,0,0,0,3813649440,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:41.625335Z,2233525,0,862204,25720097,10158,48584,0,0,0,0,3813802070,1420347116,160710,99,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:41.726474Z,2233542,0,862243,25720097,10158,48584,0,0,0,0,3814231610,1420347116,160710,71,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:41.827600Z,2233591,0,862253,25720097,10158,48587,0,0,0,0,3814237862,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:41.928363Z,2233612,0,862288,25720097,10158,48588,0,0,0,0,3814576965,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:42.029408Z,2233628,0,862327,25720097,10158,48588,0,0,0,0,3815007556,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:42.131917Z,2233671,0,862342,25720097,10158,48590,0,0,0,0,3815094338,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:42.233116Z,2233720,0,862351,25720097,10158,48594,0,0,0,0,3815099446,1420347116,160710,65,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:42.336360Z,2233769,0,862360,25720097,10158,48597,0,0,0,0,3815104023,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:42.437154Z,2233817,0,862369,25720097,10158,48600,0,0,0,0,3815108216,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:42.539581Z,2233866,0,862379,25720097,10158,48604,0,0,0,0,3815112422,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:42.640286Z,2233899,0,862386,25720115,10158,48606,0,0,0,0,3815115580,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:42.744007Z,2233932,0,862394,25720134,10158,48607,0,0,0,0,3815119038,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:42.845967Z,2233981,0,862403,25720134,10158,48611,0,0,0,0,3815123774,1420347116,160710,105,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:42.947586Z,2234029,0,862411,25720134,10158,48614,0,0,0,0,3815128370,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358001,2788697,608574456,26732476,0,583596,28054108
2015-01-04T18:15:43.049294Z,2234079,0,862420,25720134,10158,48617,0,0,0,0,3815132813,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:43.152025Z,2234120,0,862437,25720134,10158,48619,0,0,0,0,3815248115,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:43.252811Z,2234147,0,862466,25720134,10158,48621,0,0,0,0,3815509668,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:43.355206Z,2234196,0,862475,25720134,10158,48624,0,0,0,0,3815514589,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:43.458058Z,2234245,0,862484,25720134,10158,48627,0,0,0,0,3815519628,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:43.561904Z,2234295,0,862493,25720134,10158,48631,0,0,0,0,3815524697,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:43.664566Z,2234344,0,862502,25720134,10158,48634,0,0,0,0,3815529738,1420347116,160710,87,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:43.765390Z,2234368,0,862509,25720164,10158,48635,0,0,0,0,3815532485,1420347116,160710,4,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:43.866389Z,2234395,0,862516,25720188,10158,48636,0,0,0,0,3815534957,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:43.968440Z,2234444,0,862525,25720188,10158,48639,0,0,0,0,3815539689,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:44.071353Z,2234493,0,862534,25720188,10158,48643,0,0,0,0,3815544735,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:44.174266Z,2234542,0,862543,25720188,10158,48646,0,0,0,0,3815549855,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:44.277772Z,2234592,0,862552,25720188,10158,48649,0,0,0,0,3815554925,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:44.379652Z,2234640,0,862561,25720188,10158,48653,0,0,0,0,3815559946,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:44.483061Z,2234690,0,862570,25720188,10158,48656,0,0,0,0,3815564956,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:44.584960Z,2234739,0,862579,25720188,10158,48659,0,0,0,0,3815569871,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:44.688660Z,2234789,0,862588,25720188,10158,48663,0,0,0,0,3815574478,1420347116,160710,105,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:44.791048Z,2234838,0,862597,25720188,10158,48666,0,0,0,0,3815579312,1420347116,160710,106,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:44.891783Z,2234863,0,862604,25720215,10158,48667,0,0,0,0,3815582349,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:44.993936Z,2234899,0,862612,25720230,10158,48669,0,0,0,0,3815586256,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:45.096934Z,2234948,0,862621,25720230,10158,48672,0,0,0,0,3815591177,1420347116,160710,106,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:45.197766Z,2234997,0,862629,25720230,10158,48676,0,0,0,0,3815595807,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:45.300261Z,2235046,0,862638,25720230,10158,48679,0,0,0,0,3815600427,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:45.402008Z,2235077,0,862665,25720230,10158,48680,0,0,0,0,3815799937,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:45.503938Z,2235092,0,862706,25720230,10158,48680,0,0,0,0,3816166590,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:45.605689Z,2235108,0,862748,25720230,10158,48680,0,0,0,0,3816530118,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:45.707581Z,2235123,0,862789,25720230,10158,48680,0,0,0,0,3816895204,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:45.809340Z,2235138,0,862830,25720230,10158,48680,0,0,0,0,3817324029,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:45.911175Z,2235154,0,862871,25720230,10158,48680,0,0,0,0,3817764356,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:46.011950Z,2235166,0,862886,25720262,10158,48680,0,0,0,0,3817879590,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:46.112528Z,2235178,0,862892,25720305,10158,48681,0,0,0,0,3817880536,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:46.214266Z,2235193,0,862923,25720316,10158,48681,0,0,0,0,3818202165,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:46.316055Z,2235209,0,862964,25720316,10158,48681,0,0,0,0,3818643443,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:46.417901Z,2235225,0,863004,25720316,10158,48681,0,0,0,0,3819054197,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:46.519571Z,2235240,0,863045,25720316,10158,48681,0,0,0,0,3819446344,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:46.621791Z,2235256,0,863086,25720316,10158,48681,0,0,0,0,3819837306,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:46.723525Z,2235271,0,863128,25720316,10158,48681,0,0,0,0,3820199875,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:46.825471Z,2235287,0,863169,25720316,10158,48681,0,0,0,0,3820575008,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:46.927289Z,2235303,0,863209,25720316,10158,48681,0,0,0,0,3821009256,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:47.029268Z,2235319,0,863250,25720316,10158,48681,0,0,0,0,3821446867,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:47.131101Z,2235334,0,863291,25720316,10158,48681,0,0,0,0,3821859350,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:47.231970Z,2235346,0,863302,25720354,10158,48681,0,0,0,0,3821902902,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:47.332754Z,2235358,0,863308,25720397,10158,48681,0,0,0,0,3821903905,1420347116,160710,2,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:47.433812Z,2235369,0,863314,25720440,10158,48681,0,0,0,0,3821904927,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:47.534738Z,2235384,0,863341,25720456,10158,48681,0,0,0,0,3822174819,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:47.636823Z,2235401,0,863380,25720456,10158,48681,0,0,0,0,3822607445,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:47.737617Z,2235418,0,863420,25720456,10158,48681,0,0,0,0,3822965144,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:47.838438Z,2235434,0,863459,25720456,10158,48681,0,0,0,0,3823353305,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:47.939260Z,2235451,0,863499,25720456,10158,48681,0,0,0,0,3823708413,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358003,2788704,608574528,26732484,0,583604,28054116
2015-01-04T18:15:48.039791Z,2235473,0,863533,25720456,10158,48682,0,0,0,0,3824012291,1420347116,160710,14,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:48.141210Z,2235521,0,863543,25720456,10158,48685,0,0,0,0,3824017706,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:48.242299Z,2235553,0,863568,25720456,10158,48686,0,0,0,0,3824244837,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:48.343087Z,2235569,0,863608,25720456,10158,48686,0,0,0,0,3824670364,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:48.443917Z,2235585,0,863648,25720456,10158,48686,0,0,0,0,3825096747,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:48.544604Z,2235597,0,863664,25720487,10158,48686,0,0,0,0,3825224847,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:48.645234Z,2235608,0,863670,25720530,10158,48686,0,0,0,0,3825226060,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:48.748689Z,2235642,0,863678,25720548,10158,48688,0,0,0,0,3825230045,1420347116,160710,101,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:48.852280Z,2235691,0,863687,25720548,10158,48691,0,0,0,0,3825234562,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:48.954546Z,2235740,0,863696,25720548,10158,48695,0,0,0,0,3825239345,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:49.058176Z,2235789,0,863705,25720548,10158,48698,0,0,0,0,3825244122,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:49.162857Z,2235839,0,863715,25720548,10158,48702,0,0,0,0,3825249217,1420347116,160710,105,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:49.266687Z,2235889,0,863724,25720548,10158,48705,0,0,0,0,3825254026,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:49.369791Z,2235938,0,863733,25720548,10158,48708,0,0,0,0,3825258882,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:49.472102Z,2235987,0,863742,25720548,10158,48712,0,0,0,0,3825263895,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:49.576176Z,2236036,0,863751,25720548,10158,48715,0,0,0,0,3825269076,1420347116,160710,105,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:49.678443Z,2236085,0,863760,25720548,10158,48719,0,0,0,0,3825274089,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:49.779901Z,2236104,0,863767,25720583,10158,48719,0,0,0,0,3825276595,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:49.883155Z,2236151,0,863775,25720585,10158,48723,0,0,0,0,3825281568,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:49.985527Z,2236200,0,863784,25720585,10158,48726,0,0,0,0,3825286448,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:50.086374Z,2236248,0,863793,25720585,10158,48729,0,0,0,0,3825291387,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:50.188725Z,2236297,0,863802,25720585,10158,48733,0,0,0,0,3825296373,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:50.291770Z,2236346,0,863811,25720585,10158,48736,0,0,0,0,3825301425,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:50.393542Z,2236395,0,863820,25720585,10158,48739,0,0,0,0,3825306363,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:50.494760Z,2236443,0,863829,25720585,10158,48743,0,0,0,0,3825311326,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:50.596139Z,2236492,0,863838,25720585,10158,48746,0,0,0,0,3825315809,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:50.700188Z,2236541,0,863848,25720585,10158,48750,0,0,0,0,3825320157,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:50.801312Z,2236588,0,863857,25720587,10158,48753,0,0,0,0,3825324823,1420347116,160710,2,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:50.903290Z,2236599,0,863863,25720630,10158,48753,0,0,0,0,3825326527,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:51.004351Z,2236647,0,863873,25720630,10158,48756,0,0,0,0,3825331206,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:51.106286Z,2236696,0,863881,25720630,10158,48760,0,0,0,0,3825335994,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:51.208507Z,2236745,0,863890,25720630,10158,48763,0,0,0,0,3825340874,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:51.310951Z,2236794,0,863899,25720630,10158,48766,0,0,0,0,3825345773,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:51.413374Z,2236843,0,863908,25720630,10158,48770,0,0,0,0,3825350812,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:51.515977Z,2236892,0,863917,25720630,10158,48773,0,0,0,0,3825355743,1420347116,160710,107,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:51.619118Z,2236941,0,863926,25720630,10158,48776,0,0,0,0,3825360187,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:51.724867Z,2236992,0,863936,25720630,10158,48780,0,0,0,0,3825365355,1420347116,160710,105,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:51.825667Z,2237040,0,863944,25720630,10158,48783,0,0,0,0,3825370175,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:51.927335Z,2237081,0,863953,25720638,10158,48786,0,0,0,0,3825374542,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:52.029377Z,2237102,0,863959,25720671,10158,48787,0,0,0,0,3825377048,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:52.132547Z,2237152,0,863968,25720671,10158,48790,0,0,0,0,3825382133,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:52.236251Z,2237202,0,863977,25720671,10158,48794,0,0,0,0,3825387131,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:52.337401Z,2237250,0,863986,25720671,10158,48797,0,0,0,0,3825391528,1420347116,160710,105,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:52.438356Z,2237298,0,863995,25720671,10158,48800,0,0,0,0,3825395815,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:52.539356Z,2237346,0,864004,25720671,10158,48803,0,0,0,0,3825400129,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:52.640930Z,2237395,0,864014,25720671,10158,48806,0,0,0,0,3825405143,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:52.741834Z,2237443,0,864022,25720671,10158,48810,0,0,0,0,3825409993,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:52.842729Z,2237491,0,864031,25720671,10158,48813,0,0,0,0,3825414700,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:52.946414Z,2237541,0,864040,25720671,10158,48816,0,0,0,0,3825419638,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358005,2788706,608574560,26732484,0,583604,28054116
2015-01-04T18:15:53.047523Z,2237577,0,864049,25720685,10158,48819,0,0,0,0,3825423232,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:53.148763Z,2237608,0,864056,25720705,10158,48820,0,0,0,0,3825426476,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:53.249526Z,2237656,0,864065,25720705,10158,48824,0,0,0,0,3825430875,1420347116,160710,106,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:53.350836Z,2237705,0,864074,25720705,10158,48827,0,0,0,0,3825435663,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:53.452914Z,2237754,0,864083,25720705,10158,48830,0,0,0,0,3825440392,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:53.554805Z,2237803,0,864092,25720705,10158,48833,0,0,0,0,3825445083,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:53.657382Z,2237852,0,864100,25720705,10158,48837,0,0,0,0,3825449862,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:53.759004Z,2237900,0,864110,25720705,10158,48840,0,0,0,0,3825454206,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:53.860915Z,2237949,0,864119,25720705,10158,48843,0,0,0,0,3825458531,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:53.963182Z,2237998,0,864128,25720705,10158,48846,0,0,0,0,3825463080,1420347116,160710,103,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:54.064836Z,2238046,0,864137,25720705,10158,48850,0,0,0,0,3825467731,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:54.165644Z,2238071,0,864145,25720731,10158,48851,0,0,0,0,3825470378,1420347116,160710,3,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:54.266935Z,2238100,0,864152,25720754,10158,48853,0,0,0,0,3825473571,1420347116,160710,104,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:54.367955Z,2238148,0,864161,25720754,10158,48856,0,0,0,0,3825477995,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:54.469825Z,2238197,0,864170,25720754,10158,48859,0,0,0,0,3825482686,1420347116,160710,102,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
2015-01-04T18:15:54.571044Z,2238245,0,864179,25720754,10158,48862,0,0,0,0,3825487326,1420347116,160710,107,0,6,584711,1143789,15793838,1357568,2358007,2788708,608574592,26732484,0,583604,28054116
