#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:06:46  0      0      218912  2055852  422192  120154400  0    0    152   2188   9205   10971  0     0     99    0     0
2014-07-08-12:06:47  0      0      218912  2053744  422192  120154624  0    0    168   7692   9268   12080  0     0     99    0     0
2014-07-08-12:06:48  0      0      218912  2057952  422192  120154864  0    0    208   3720   8586   9529   0     0     99    0     0
2014-07-08-12:06:49  0      0      218912  2053968  422192  120155176  0    0    232   2016   7783   9434   0     0     99    0     0
2014-07-08-12:06:50  1      0      218912  2055788  422192  120155328  0    0    104   7900   10117  11742  0     0     99    0     0
2014-07-08-12:06:51  0      0      218912  2053152  422192  120155568  0    0    156   2248   7492   9091   0     0     99    0     0
2014-07-08-12:06:52  1      0      218912  2037688  422192  120155760  0    0    180   2124   9442   10733  1     0     99    0     0
2014-07-08-12:06:53  0      0      218912  2037724  422192  120156000  0    0    180   5100   9766   9755   0     0     99    0     0
2014-07-08-12:06:54  0      0      218912  2039964  422192  120156240  0    0    220   2236   7716   9577   0     0     99    0     0
2014-07-08-12:06:55  0      0      218912  2040692  422192  120156464  0    0    232   4700   8335   10625  0     0     99    0     0
2014-07-08-12:06:56  0      0      218912  2039948  422192  120156768  0    0    120   2024   8103   10172  0     0     99    0     0
2014-07-08-12:06:57  0      0      218912  2039072  422192  120157024  0    0    180   10636  12625  14384  0     0     99    0     0
2014-07-08-12:06:58  0      0      218912  2040676  422192  120157328  0    0    244   7628   9653   12206  0     0     99    0     0
2014-07-08-12:06:59  0      0      218912  2040924  422192  120157520  0    0    144   2124   7766   10403  0     0     99    0     0
2014-07-08-12:07:00  0      0      218912  2052372  422192  120157768  0    0    172   5124   8348   11007  0     0     99    0     0
2014-07-08-12:07:01  0      0      218912  2053040  422192  120157952  0    0    104   2264   7207   9554   0     0     100   0     0
2014-07-08-12:07:02  0      0      218912  2051724  422192  120158144  0    0    180   2156   7192   9315   0     0     100   0     0
2014-07-08-12:07:03  0      0      218912  2050144  422192  120158400  0    0    168   3120   7978   9545   0     0     99    0     0
2014-07-08-12:07:04  2      0      218912  2050392  422192  120158648  0    0    200   6168   9790   11758  0     0     99    0     0
2014-07-08-12:07:05  0      0      218912  2053716  422192  120158856  0    0    152   4596   7829   10777  0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:07:06  1      0      218912  2049252  422192  120159080  0    0    168   2144   8194   10022  1     0     99    0     0
2014-07-08-12:07:07  1      0      218912  2051500  422192  120159344  0    0    208   2316   7595   9680   0     0     99    0     0
2014-07-08-12:07:08  0      0      218912  2051376  422192  120159608  0    0    220   5252   9631   10205  0     0     99    0     0
2014-07-08-12:07:09  0      0      218912  2051728  422192  120159824  0    0    148   7132   9170   11989  0     0     99    0     0
2014-07-08-12:07:10  7      0      218912  2037404  422192  120160096  0    0    184   9784   10842  14742  0     0     99    0     0
2014-07-08-12:07:11  1      0      218912  2055000  422140  120152328  0    0    100   5896   26329  11908  0     5     94    0     0
2014-07-08-12:07:12  0      0      218912  2049452  422140  120152560  0    0    272   2180   10014  11650  1     0     99    0     0
2014-07-08-12:07:13  1      0      218912  2053788  422140  120152832  0    0    180   3712   9238   10588  0     0     99    0     0
2014-07-08-12:07:14  0      0      218912  2052580  422140  120153120  0    0    184   2340   7972   10278  0     0     99    0     0
2014-07-08-12:07:15  0      0      218912  2057168  422140  120153320  0    0    128   4792   7868   10435  0     0     100   0     0
2014-07-08-12:07:16  0      0      218912  2055308  422140  120153600  0    0    180   2248   7660   10200  0     0     99    0     0
2014-07-08-12:07:17  0      0      218912  2057032  422140  120153848  0    0    168   2472   7569   10204  0     0     100   0     0
2014-07-08-12:07:18  0      0      218912  2056428  422140  120154064  0    0    132   9128   11641  12071  0     0     99    0     0
2014-07-08-12:07:19  0      0      218912  2059560  422140  120154240  0    0    184   2188   8174   10210  0     0     99    0     0
2014-07-08-12:07:20  0      0      218912  2055220  422140  120154520  0    0    168   9216   9600   12782  0     0     99    0     0
2014-07-08-12:07:21  0      0      218912  2058940  422140  120154768  0    0    136   2280   7616   9742   0     0     100   0     0
2014-07-08-12:07:22  1      0      218912  2058300  422140  120154944  0    0    160   2040   7277   9411   0     0     100   0     0
2014-07-08-12:07:23  0      0      218912  2058992  422140  120155184  0    0    192   10200  10135  12388  0     0     99    0     0
2014-07-08-12:07:24  0      0      218912  2057104  422140  120155408  0    0    156   2272   7301   9490   0     0     100   0     0
2014-07-08-12:07:25  0      0      218912  2060680  422140  120155608  0    0    156   7628   9365   12475  0     0     99    0     0
2014-07-08-12:07:26  1      0      218912  2056388  422140  120155824  0    0    212   2188   7869   10126  0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:07:27  0      0      218912  2059888  422140  120156096  0    0    196   2304   7833   10155  0     0     99    0     0
2014-07-08-12:07:28  0      0      218912  2055788  422140  120156360  0    0    160   3020   8276   10309  0     0     99    0     0
2014-07-08-12:07:29  0      0      218912  2056408  422140  120156648  0    0    252   2200   8069   10622  0     0     99    0     0
2014-07-08-12:07:30  0      0      218912  2057344  422140  120156904  0    0    216   4820   8711   11175  0     0     99    0     0
2014-07-08-12:07:31  0      0      218912  2057468  422140  120157168  0    0    160   7516   9708   12498  0     0     99    0     0
2014-07-08-12:07:32  1      0      218912  2054384  422140  120157392  0    0    152   6044   8473   11312  0     0     99    0     0
2014-07-08-12:07:33  0      0      218912  2055188  422140  120157568  0    0    196   3640   7938   9157   0     0     99    0     0
2014-07-08-12:07:34  0      0      218912  2055812  422140  120157920  0    0    248   2292   7614   9810   0     0     99    0     0
2014-07-08-12:07:35  0      0      218912  2054584  422140  120158152  0    0    176   4108   7715   10149  0     0     99    0     0
2014-07-08-12:07:36  0      0      218912  2055576  422140  120158288  0    0    108   8052   8702   11661  0     0     99    0     0
2014-07-08-12:07:37  1      0      218912  2055140  422140  120158496  0    0    112   2316   7847   10040  0     0     99    0     0
2014-07-08-12:07:38  0      0      218912  2053528  422140  120158720  0    0    180   3668   8411   9768   0     0     99    0     0
2014-07-08-12:07:39  0      0      218912  2053528  422140  120158928  0    0    140   5248   7836   10371  0     0     100   0     0
2014-07-08-12:07:40  0      0      218912  2054892  422140  120159104  0    0    160   4632   8190   10881  0     0     99    0     0
2014-07-08-12:07:41  1      0      218912  2053528  422140  120159328  0    0    168   2284   7562   9587   0     0     100   0     0
2014-07-08-12:07:42  0      0      218912  2053652  422140  120159552  0    0    124   7464   9863   12730  0     0     99    0     0
2014-07-08-12:07:43  0      0      218912  2050684  422140  120159792  0    0    204   3328   8332   9723   0     0     99    0     0
2014-07-08-12:07:44  1      0      218912  2053288  422140  120160000  0    0    148   2168   7704   9050   0     0     100   0     0
2014-07-08-12:07:45  0      0      218912  2050148  422140  120160176  0    0    136   4744   8133   10052  0     0     99    0     0
2014-07-08-12:07:46  0      0      218912  2052156  422140  120160368  0    0    124   5196   8369   10310  0     0     99    0     0
2014-07-08-12:07:47  0      0      218912  2048812  422140  120160512  0    0    116   2236   7781   9399   0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:07:48  0      0      218912  2052572  422140  120160712  0    0    168   4772   9141   9213   0     0     99    0     0
2014-07-08-12:07:49  0      0      218912  2049720  422140  120160848  0    0    92    6232   8653   10794  0     0     99    0     0
2014-07-08-12:07:50  0      0      218912  2053688  422140  120160992  0    0    116   4128   7900   9841   0     0     100   0     0
2014-07-08-12:07:51  0      0      218912  2051792  422140  120161200  0    0    96    2212   7421   9004   0     0     100   0     0
2014-07-08-12:07:52  0      0      218912  2053132  422140  120161360  0    0    140   2152   7997   9917   0     0     99    0     0
2014-07-08-12:07:53  0      0      218912  2047228  422140  120161600  0    0    176   10452  11299  12756  1     0     99    0     0
2014-07-08-12:07:54  0      0      218912  2049700  422140  120161776  0    0    168   2216   8133   9462   0     0     99    0     0
2014-07-08-12:07:55  0      1      218912  2047592  422140  120162048  0    0    180   4336   8038   9921   0     0     99    0     0
2014-07-08-12:07:56  1      0      218912  2052800  422140  120162288  0    0    200   1956   7288   8644   0     0     99    0     0
2014-07-08-12:07:57  0      0      218912  2050804  422140  120162432  0    0    92    2264   7673   9278   0     0     100   0     0
2014-07-08-12:07:58  0      0      218912  2049804  422140  120162672  0    0    224   3036   8464   9718   0     0     99    0     0
2014-07-08-12:07:59  0      0      218912  2049312  422140  120162856  0    0    128   2004   7728   9307   0     0     99    0     0
2014-07-08-12:08:00  0      0      218912  2051668  422140  120163056  0    0    204   7636   9338   11409  0     0     99    0     0
2014-07-08-12:08:01  0      0      218912  2049932  422140  120163456  0    0    304   2184   8043   9513   0     0     99    0     0
2014-07-08-12:08:02  1      0      218912  2051048  422140  120163648  0    0    124   7140   9128   11465  0     0     99    0     0
2014-07-08-12:08:03  0      0      218912  2048476  422144  120163848  0    0    168   3672   8659   9616   0     0     99    0     0
2014-07-08-12:08:04  0      0      218912  2048972  422144  120164112  0    0    212   6336   10169  12338  0     0     99    0     0
2014-07-08-12:08:05  0      0      218912  2047020  422144  120164432  0    0    268   4836   9384   11633  0     0     99    0     0
2014-07-08-12:08:06  0      0      218912  2044108  422144  120164704  0    0    220   2076   8152   9815   0     0     99    0     0
2014-07-08-12:08:07  0      0      218912  2046208  422144  120164992  0    0    160   6068   8775   11300  0     0     99    0     0
2014-07-08-12:08:08  0      0      218912  2045692  422144  120165168  0    0    164   3516   8830   9703   0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:08:09  0      0      218912  2046932  422144  120165304  0    0    104   2004   7092   8522   0     0     100   0     0
2014-07-08-12:08:10  4      0      218912  2016792  422144  120165552  0    0    176   4580   9317   11641  0     1     99    0     0
2014-07-08-12:08:11  2      0      218912  2032116  422128  120158560  0    0    172   2260   22839  10852  1     9     90    0     0
2014-07-08-12:08:12  0      0      218912  2038776  422128  120158376  0    0    232   2136   11944  10585  0     1     99    0     0
2014-07-08-12:08:13  0      0      218912  2045156  422128  120158584  0    0    160   3916   8890   9804   0     0     99    0     0
2014-07-08-12:08:14  0      0      218912  2047420  422128  120158768  0    0    124   4548   8543   10129  0     0     99    0     0
2014-07-08-12:08:15  0      0      218912  2046336  422128  120159088  0    0    284   13984  11671  14658  0     0     99    0     0
2014-07-08-12:08:16  0      0      218912  2047100  422128  120159296  0    0    128   2044   7733   9371   0     0     100   0     0
2014-07-08-12:08:17  0      0      218912  2047844  422128  120159480  0    0    196   2148   7137   9113   0     0     99    0     0
2014-07-08-12:08:18  0      0      218912  2047884  422128  120159640  0    0    84    3824   7655   8722   0     0     100   0     0
2014-07-08-12:08:19  0      0      218912  2047768  422128  120159808  0    0    168   1932   6761   8491   0     0     100   0     0
2014-07-08-12:08:20  0      0      218912  2046776  422128  120160016  0    0    112   3868   7411   9526   0     0     100   0     0
2014-07-08-12:08:21  0      0      218912  2048520  422128  120160160  0    0    104   4756   7568   9845   0     0     100   0     0
2014-07-08-12:08:22  0      0      218912  2045708  422128  120160352  0    0    148   2100   7106   9105   0     0     100   0     0
2014-07-08-12:08:23  0      1      218912  2048952  422128  120160528  0    0    124   3956   7820   9065   0     0     99    0     0
2014-07-08-12:08:24  0      0      218912  2046344  422128  120160688  0    0    152   2464   7955   9160   0     0     99    0     0
2014-07-08-12:08:25  0      0      218912  2048940  422128  120160920  0    0    164   4092   7735   9824   0     0     99    0     0
2014-07-08-12:08:26  0      0      218912  2050252  422128  120161104  0    0    136   5524   8970   10930  0     0     99    0     0
2014-07-08-12:08:27  1      0      218912  2053688  422128  120161296  0    0    152   2232   7878   9341   0     0     99    0     0
2014-07-08-12:08:28  0      0      218912  2050696  422128  120161496  0    0    124   8912   9094   11892  0     0     100   0     0
2014-07-08-12:08:29  0      0      218912  2052740  422128  120161664  0    0    124   2572   7400   9083   0     0     100   0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:08:30  0      0      218912  2051128  422128  120161824  0    0    96    3948   7224   9363   0     0     100   0     0
2014-07-08-12:08:31  0      0      218912  2053508  422128  120162128  0    0    280   2168   7533   9608   0     0     99    0     0
2014-07-08-12:08:32  0      0      218912  2048804  422128  120162408  0    0    236   2328   7784   9748   0     0     99    0     0
2014-07-08-12:08:33  0      1      218912  2053028  422128  120162656  0    0    208   2836   7673   9924   0     0     99    0     0
2014-07-08-12:08:34  0      0      218912  2048820  422128  120162872  0    0    220   3088   8298   9866   0     0     99    0     0
2014-07-08-12:08:35  0      0      218912  2053868  422128  120163112  0    0    92    7676   8912   11740  0     0     99    0     0
2014-07-08-12:08:36  0      0      218912  2048312  422128  120163296  0    0    148   2036   7585   10038  0     0     99    0     0
2014-07-08-12:08:37  0      0      218912  2033028  422128  120163456  0    0    104   6932   10717  12873  1     1     98    0     0
2014-07-08-12:08:38  0      0      218912  2032812  422128  120163600  0    0    124   2060   8068   9966   0     0     100   0     0
2014-07-08-12:08:39  0      0      218912  2033768  422128  120163856  0    0    208   4468   8535   9349   0     0     99    0     0
2014-07-08-12:08:40  0      0      218912  2032156  422128  120164032  0    0    92    4464   8788   11655  0     0     99    0     0
2014-07-08-12:08:41  0      0      218912  2031836  422128  120164264  0    0    168   7212   8374   11297  0     0     100   0     0
2014-07-08-12:08:42  0      0      218912  2016684  422128  120164528  0    0    168   5840   9213   11558  1     0     99    0     0
2014-07-08-12:08:43  0      0      218912  2017680  422128  120164664  0    0    104   2104   7292   9586   0     0     100   0     0
2014-07-08-12:08:44  0      0      218912  2017936  422128  120164880  0    0    192   3420   8132   9667   0     0     99    0     0
2014-07-08-12:08:45  0      0      218912  2013592  422128  120165072  0    0    92    4772   8314   10663  0     0     99    0     0
2014-07-08-12:08:46  0      0      218912  2028132  422128  120165264  0    0    172   2076   7657   9636   0     0     99    0     0
2014-07-08-12:08:47  0      0      218912  2042336  422128  120165568  0    0    200   2412   7449   9493   0     0     99    0     0
2014-07-08-12:08:48  0      0      218912  2045328  422128  120165720  0    0    84    7156   8946   11950  0     0     99    0     0
2014-07-08-12:08:49  0      0      218912  2045128  422128  120165904  0    0    96    7264   9887   11083  0     0     99    0     0
2014-07-08-12:08:50  0      0      218912  2045004  422128  120166120  0    0    204   4488   8287   10916  0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:08:51  0      0      218912  2043936  422128  120166376  0    0    184   2192   7662   9722   0     0     99    0     0
2014-07-08-12:08:52  0      0      218912  2042628  422128  120166656  0    0    240   2408   8210   10750  0     0     99    0     0
2014-07-08-12:08:53  1      0      218912  2025092  422128  120166960  0    0    180   2116   7835   9629   1     0     99    0     0
2014-07-08-12:08:54  0      0      218912  2041020  422128  120167136  0    0    168   10344  11580  12270  0     0     99    0     0
2014-07-08-12:08:55  0      0      218912  2040640  422128  120167344  0    0    116   4584   7723   10326  0     0     100   0     0
2014-07-08-12:08:56  0      0      218912  2043736  422128  120167504  0    0    132   5332   8690   11294  0     0     99    0     0
2014-07-08-12:08:57  0      0      218912  2041000  422128  120167696  0    0    104   2352   7454   9541   0     0     100   0     0
2014-07-08-12:08:58  0      0      218912  2045100  422128  120167864  0    0    128   2164   7468   9632   0     0     100   0     0
2014-07-08-12:08:59  0      0      218912  2036636  422128  120168064  0    0    136   7896   12247  13299  1     1     98    0     0
2014-07-08-12:09:00  0      0      218912  2040100  422128  120168272  0    0    168   4324   8987   11280  0     0     99    0     0
2014-07-08-12:09:01  0      0      218912  2038612  422128  120168480  0    0    144   2144   7628   9574   0     0     100   0     0
2014-07-08-12:09:02  0      0      218912  2043324  422128  120168696  0    0    164   2320   7735   9667   0     0     99    0     0
2014-07-08-12:09:03  0      0      218912  2039596  422128  120168880  0    0    104   5776   8623   11194  0     0     99    0     0
2014-07-08-12:09:04  0      0      218912  2041404  422128  120169152  0    0    204   4176   8612   9562   0     0     99    0     0
2014-07-08-12:09:05  0      0      218912  2040500  422128  120169344  0    0    132   4384   8177   10518  0     0     99    0     0
2014-07-08-12:09:06  0      0      218912  2043536  422128  120169552  0    0    208   2084   7531   9746   0     0     99    0     0
2014-07-08-12:09:07  0      0      218912  2037988  422128  120169864  0    0    164   8980   10109  12589  1     0     99    0     0
2014-07-08-12:09:08  0      0      218912  2042576  422128  120170112  0    0    264   2180   7622   9766   0     0     100   0     0
2014-07-08-12:09:09  1      0      218912  2037680  422128  120170416  0    0    168   3836   8079   9193   0     0     99    0     0
2014-07-08-12:09:10  5      0      218912  2006520  422128  120170608  0    0    216   12436  11194  14910  0     1     99    0     0
2014-07-08-12:09:11  0      0      218912  2053956  422060  120155472  0    0    132   2132   23286  10741  1     8     92    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:09:12  0      0      218912  2058656  422060  120155056  0    0    152   2256   8931   10230  0     0     99    0     0
2014-07-08-12:09:13  1      0      218912  2057328  422060  120155232  0    0    132   2028   8086   9882   0     0     99    0     0
2014-07-08-12:09:14  0      0      218912  2056576  422060  120155472  0    0    208   3064   7807   8922   0     0     99    0     0
2014-07-08-12:09:15  0      0      218912  2055344  422060  120155760  0    0    204   4392   8164   10781  0     0     99    0     0
2014-07-08-12:09:16  0      0      218912  2056212  422060  120155920  0    0    148   1972   7159   9144   0     0     100   0     0
2014-07-08-12:09:17  0      0      218912  2056824  422060  120156176  0    0    164   5064   8307   10815  0     0     99    0     0
2014-07-08-12:09:18  1      0      218912  2054724  422060  120156320  0    0    92    2168   7337   9500   0     0     100   0     0
2014-07-08-12:09:19  3      0      218912  2053748  422060  120156544  0    0    180   4760   8666   9429   0     0     99    0     0
2014-07-08-12:09:20  0      0      218912  2053376  422060  120156760  0    0    184   9852   9751   12954  0     0     99    0     0
2014-07-08-12:09:21  0      1      218912  2056368  422060  120157024  0    0    200   6112   8154   10908  0     0     99    0     0
2014-07-08-12:09:22  0      0      218912  2053656  422060  120157312  0    0    288   2224   8040   10369  0     0     99    0     0
2014-07-08-12:09:23  0      0      218912  2055048  422060  120157616  0    0    172   2124   7863   9959   0     0     100   0     0
2014-07-08-12:09:24  0      0      218912  2055552  422060  120157840  0    0    140   7180   9570   10819  0     0     99    0     0
2014-07-08-12:09:25  0      0      218912  2058500  422060  120158000  0    0    124   4700   8402   11037  0     0     99    0     0
2014-07-08-12:09:26  3      0      218912  2055864  422060  120158288  0    0    248   2044   7762   9679   0     0     99    0     0
2014-07-08-12:09:27  0      0      218912  2057624  422060  120158504  0    0    160   2260   7615   9523   0     0     99    0     0
2014-07-08-12:09:28  0      0      218912  2039016  422060  120158704  0    0    160   2112   8495   10061  1     0     99    0     0
2014-07-08-12:09:29  0      0      218912  2041980  422060  120158944  0    0    168   3284   8069   9817   0     0     99    0     0
2014-07-08-12:09:30  1      0      218912  2038772  422060  120159224  0    0    248   4556   8017   10456  0     0     99    0     0
2014-07-08-12:09:31  1      0      218912  2038336  422060  120159456  0    0    164   5892   9169   11368  1     0     99    0     0
2014-07-08-12:09:32  1      0      218912  2023736  422060  120159680  0    0    144   7596   9739   11837  1     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:09:33  0      0      218912  2025432  422060  120159904  0    0    184   7776   10085  12154  1     0     99    0     0
2014-07-08-12:09:34  0      0      218912  2021956  422060  120160128  0    0    152   2928   8502   9352   0     0     99    0     0
2014-07-08-12:09:35  1      0      218912  2026056  422060  120160384  0    0    212   4216   8582   10745  0     0     99    0     0
2014-07-08-12:09:36  0      0      218912  2024196  422060  120160592  0    0    132   2128   8024   9856   0     0     100   0     0
2014-07-08-12:09:37  0      0      218912  2053616  422060  120160816  0    0    200   2368   8263   9830   0     0     99    0     0
2014-07-08-12:09:38  0      0      218912  2052560  422060  120161112  0    0    204   5848   9162   11791  0     0     99    0     0
2014-07-08-12:09:39  0      0      218912  2053504  422060  120161376  0    0    180   3420   8228   9374   0     0     99    0     0
2014-07-08-12:09:40  0      0      218912  2050900  422060  120161568  0    0    160   4600   8319   10979  0     0     99    0     0
2014-07-08-12:09:41  0      0      218912  2054620  422060  120161784  0    0    172   2196   7372   9586   0     0     99    0     0
2014-07-08-12:09:42  0      0      218912  2049908  422060  120162096  0    0    236   2384   8165   10353  0     0     99    0     0
2014-07-08-12:09:43  0      0      218912  2050516  422060  120162304  0    0    116   7548   9176   12234  0     0     99    0     0
2014-07-08-12:09:44  0      0      218912  2050460  422060  120162536  0    0    168   3384   8619   10132  0     0     99    0     0
2014-07-08-12:09:45  0      0      218912  2051576  422060  120162736  0    0    164   8356   9654   12860  0     0     99    0     0
2014-07-08-12:09:46  0      0      218912  2051584  422060  120162944  0    0    120   7820   9038   11829  0     0     99    0     0
2014-07-08-12:09:47  0      0      218912  2049664  422060  120163184  0    0    192   2360   7728   10077  0     0     99    0     0
2014-07-08-12:09:48  0      1      218912  2050508  422060  120163408  0    0    184   2220   7781   10098  0     0     99    0     0
2014-07-08-12:09:49  0      0      218912  2050864  422060  120163664  0    0    152   4288   8339   9512   0     0     99    0     0
2014-07-08-12:09:50  0      0      218912  2052476  422060  120163840  0    0    120   4732   8234   10840  0     0     99    0     0
2014-07-08-12:09:51  1      0      218912  2049988  422060  120164048  0    0    140   2200   7400   9416   0     0     100   0     0
2014-07-08-12:09:52  0      0      218912  2051004  422060  120164256  0    0    168   5520   8551   11389  0     0     100   0     0
2014-07-08-12:09:53  0      0      218912  2050472  422060  120164560  0    0    216   2160   7513   9542   0     0     100   0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:09:54  1      0      218912  2046152  422060  120164784  0    0    156   9392   10735  11429  1     0     99    0     0
2014-07-08-12:09:55  0      0      218912  2047376  422060  120164968  0    0    112   4312   8121   10649  0     0     99    0     0
2014-07-08-12:09:56  0      0      218912  2049812  422060  120165152  0    0    120   2104   8179   10090  0     0     100   0     0
2014-07-08-12:09:57  0      0      218912  2048616  422060  120165312  0    0    140   2392   7567   9585   0     0     99    0     0
2014-07-08-12:09:58  0      0      218912  2049236  422060  120165520  0    0    92    2316   7633   9871   0     0     100   0     0
2014-07-08-12:09:59  0      0      218912  2046012  422060  120165840  0    0    252   12500  11212  14270  0     0     99    0     0
2014-07-08-12:10:00  0      0      218912  2048368  422060  120166048  0    0    132   4928   8213   11039  0     0     100   0     0
2014-07-08-12:10:01  0      0      218912  2045384  422060  120166240  0    0    144   2408   7971   10035  0     0     99    0     0
2014-07-08-12:10:02  0      0      218912  2048292  422060  120166448  0    0    100   2204   7923   9323   0     0     99    0     0
2014-07-08-12:10:03  0      0      218912  2045676  422060  120166680  0    0    188   2132   8163   10060  0     0     100   0     0
2014-07-08-12:10:04  0      0      218912  2047164  422060  120166960  0    0    196   4708   10126  10905  0     0     99    0     0
2014-07-08-12:10:05  0      0      218912  2044204  422060  120167184  0    0    176   9952   10826  13950  0     0     99    0     0
2014-07-08-12:10:06  0      0      218912  2048428  422060  120167440  0    0    216   5960   9288   11673  0     0     99    0     0
2014-07-08-12:10:07  0      0      218912  2045356  422060  120167808  0    0    196   2484   8991   10690  0     0     99    0     0
2014-07-08-12:10:08  0      0      218912  2047084  422060  120168032  0    0    188   2420   8784   10730  0     0     99    0     0
2014-07-08-12:10:09  0      0      218912  2043636  422060  120168288  0    0    160   5616   10296  10663  0     0     99    0     0
2014-07-08-12:10:10  3      0      218912  2042308  422020  120160592  0    0    120   5292   11757  13683  0     1     99    0     0
2014-07-08-12:10:11  1      0      218912  2044768  422020  120160192  0    0    168   2308   22046  11550  0     3     96    0     0
2014-07-08-12:10:12  0      0      218912  2049196  422020  120160464  0    0    192   8436   11736  13256  0     0     99    0     0
2014-07-08-12:10:13  0      0      218912  2047264  422020  120160704  0    0    116   6516   9832   11956  0     0     99    0     0
2014-07-08-12:10:14  0      0      218912  2049512  422020  120160896  0    0    132   3968   9366   10126  0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:10:15  0      0      218912  2048400  422020  120161112  0    0    176   5368   9336   11791  0     0     99    0     0
2014-07-08-12:10:16  0      0      218912  2048584  422020  120161472  0    0    240   8120   10377  13428  0     0     99    0     0
2014-07-08-12:10:17  0      0      218912  2045988  422020  120161712  0    0    156   2336   7956   9985   0     0     99    0     0
2014-07-08-12:10:18  0      0      218912  2047468  422020  120162008  0    0    228   2240   8804   11005  0     0     99    0     0
2014-07-08-12:10:19  0      0      218912  2047624  422020  120162256  0    0    160   4908   9427   10115  0     0     99    0     0
